dataset,lr,max_depth,n_estimators,metric,mean,std
medical_charges,0.001,5,1000,r2,0.8265920075831537,0.0012573081254773414
medical_charges,0.001,5,1000,mse,0.055770401940904026,0.00104150689524369
medical_charges,0.001,10,50,r2,0.09066498809169807,0.00020584020221526742
medical_charges,0.001,10,50,mse,0.29243794306433324,0.003956557295063937
medical_charges,0.001,10,100,r2,0.1729213763207115,0.0003649214984028723
medical_charges,0.001,10,100,mse,0.2659851528427593,0.0036354849519701173
medical_charges,0.001,10,500,r2,0.6080422384177282,0.000907289111674645
medical_charges,0.001,10,500,mse,0.12605388374504795,0.001873891700222032
medical_charges,0.001,10,1000,r2,0.8379725734246712,0.000922839225665393
medical_charges,0.001,10,1000,mse,0.052108946335269954,0.0008699623876346692
medical_charges,0.01,3,50,r2,0.5745940916484146,0.001598079639429046
medical_charges,0.01,3,50,mse,0.1368127785834957,0.002198302695064252
medical_charges,0.01,3,100,r2,0.8071530300315233,0.001652028807515941
medical_charges,0.01,3,100,mse,0.06202349761499746,0.001255035149829725
medical_charges,0.01,3,500,r2,0.9784956610055293,0.0007616365994676278
medical_charges,0.01,3,500,mse,0.006915855965464382,0.00026582582076649066
medical_charges,0.01,3,1000,r2,0.9791933194418689,0.0007524147508073806
medical_charges,0.01,3,1000,mse,0.0066914160609721374,0.0002601558894521494
medical_charges,0.01,5,50,r2,0.5962196855506507,0.001373099903117789
medical_charges,0.01,5,50,mse,0.12985704554147776,0.00202439234698745
medical_charges,0.01,5,100,r2,0.8277571859686047,0.0013848643851362482
medical_charges,0.01,5,100,mse,0.055395990088033996,0.00106928910207898
medical_charges,0.01,5,500,r2,0.9789688807199843,0.0007583092950559367
medical_charges,0.01,5,500,mse,0.006763599981113757,0.00026234488569501935
medical_charges,0.01,5,1000,r2,0.9793024993948439,0.0007434726550326729
medical_charges,0.01,5,1000,mse,0.00665626019949026,0.0002562172008598445
medical_charges,0.01,10,50,r2,0.6099459644406379,0.0007990534677015691
medical_charges,0.01,10,50,mse,0.12544145247644967,0.0018467295721424737
medical_charges,0.01,10,100,r2,0.839350692286008,0.000849143790396619
medical_charges,0.01,10,100,mse,0.0516655013989058,0.0008412318973904091
medical_charges,0.01,10,500,r2,0.9792103525939272,0.0007464525683791825
medical_charges,0.01,10,500,mse,0.0066859324745159165,0.00025814998138533817
medical_charges,0.01,10,1000,r2,0.9793459847925302,0.0007271991070174676
medical_charges,0.01,10,1000,mse,0.006642263288054263,0.00025095261270549016
medical_charges,0.1,3,50,r2,0.978132821831395,0.0007579664799966858
medical_charges,0.1,3,50,mse,0.007032587395679709,0.00026653962940712477
medical_charges,0.1,3,100,r2,0.9787169083067718,0.0007485576934288517
medical_charges,0.1,3,100,mse,0.006844672951700619,0.0002609394873103718
medical_charges,0.1,3,500,r2,0.9792072081931537,0.0007259966984375084
medical_charges,0.1,3,500,mse,0.006686889725585574,0.0002507765389555031
medical_charges,0.1,3,1000,r2,0.9792388027900986,0.0007190679124770957
medical_charges,0.1,3,1000,mse,0.0066766272813498645,0.0002459370130553822
medical_charges,0.1,5,50,r2,0.9786956385814636,0.00073900559080258
medical_charges,0.1,5,50,mse,0.0068515999150601525,0.000260287458292107
medical_charges,0.1,5,100,r2,0.9790024994996477,0.0007290648923496671
medical_charges,0.1,5,100,mse,0.006752817016295154,0.0002543319926810939
medical_charges,0.1,5,500,r2,0.9792134383021853,0.0007236278294209885
medical_charges,0.1,5,500,mse,0.00668480661428906,0.00024785660626198313
medical_charges,0.1,5,1000,r2,0.9791611111806386,0.0007032386743392617
medical_charges,0.1,5,1000,mse,0.0067015590173398285,0.00023985576181864343
medical_charges,0.1,10,50,r2,0.978980655200172,0.0007244953034973062
medical_charges,0.1,10,50,mse,0.00675978508626861,0.0002515909448992259
medical_charges,0.1,10,100,r2,0.9791664139908022,0.0007095520367418522
medical_charges,0.1,10,100,mse,0.006700024110252884,0.0002462176965787407
medical_charges,0.1,10,500,r2,0.9790942474945947,0.0006684845594137841
medical_charges,0.1,10,500,mse,0.006723127677129214,0.00023126357886707892
medical_charges,0.1,10,1000,r2,0.9788457413360883,0.0006464523942560252
medical_charges,0.1,10,1000,mse,0.006802932663925005,0.00022167447641746485
medical_charges,0.3,3,50,r2,0.9780943655916723,0.000735216590453293
medical_charges,0.3,3,50,mse,0.007044752042451067,0.00025487223191811525
medical_charges,0.3,3,100,r2,0.9788791621356319,0.0007170587456957716
medical_charges,0.3,3,100,mse,0.006792315882161741,0.0002467841078258989
medical_charges,0.3,3,500,r2,0.9792015901959106,0.0007079681775636363
medical_charges,0.3,3,500,mse,0.006688592795062592,0.000242707097394414
medical_charges,0.3,3,1000,r2,0.97913805504242,0.0006910378740743516
medical_charges,0.3,3,1000,mse,0.006708990084422319,0.00023670851019822815
medical_charges,0.3,5,50,r2,0.9787900473182274,0.0007146330969247043
medical_charges,0.3,5,50,mse,0.0068211826676554425,0.0002514878623073448
medical_charges,0.3,5,100,r2,0.9791421062922542,0.0007221675214672987
medical_charges,0.3,5,100,mse,0.006707877971916675,0.0002509772039532265
medical_charges,0.3,5,500,r2,0.9790028828081851,0.0006486576112387857
medical_charges,0.3,5,500,mse,0.006752264503302317,0.00021843386082434876
medical_charges,0.3,5,1000,r2,0.9787877966376067,0.0006145801309824557
medical_charges,0.3,5,1000,mse,0.006821403803237589,0.00020715276160419879
medical_charges,0.3,10,50,r2,0.9790167965039096,0.000701442248120926
medical_charges,0.3,10,50,mse,0.00674806640635542,0.00024206852992268992
medical_charges,0.3,10,100,r2,0.9790667817016301,0.0006973205069940463
medical_charges,0.3,10,100,mse,0.006731948549999721,0.0002395997534654567
medical_charges,0.3,10,500,r2,0.9784166263555786,0.000670553771677624
medical_charges,0.3,10,500,mse,0.006940991479551866,0.00023110836631849593
medical_charges,0.3,10,1000,r2,0.9778271867005662,0.0006731848558918184
medical_charges,0.3,10,1000,mse,0.007130542781553754,0.00023253612313614737
MiamiHousing2016,0.001,3,50,r2,0.05013794948057239,0.0015558865623131021
MiamiHousing2016,0.001,3,50,mse,0.30806459157470273,0.01910572050467147
MiamiHousing2016,0.001,3,100,r2,0.09656418410294612,0.0028661409881872908
MiamiHousing2016,0.001,3,100,mse,0.29301961272567484,0.018390855511830374
MiamiHousing2016,0.001,3,500,r2,0.3673098652503607,0.00895301701281121
MiamiHousing2016,0.001,3,500,mse,0.20527136197567356,0.014176567597905781
MiamiHousing2016,0.001,3,1000,r2,0.547828353428215,0.011174585742691248
MiamiHousing2016,0.001,3,1000,mse,0.1467421157689845,0.011095697473101728
MiamiHousing2016,0.001,5,50,r2,0.05852597820224074,0.0014310382421806865
MiamiHousing2016,0.001,5,50,mse,0.3053443141052446,0.018940069112301085
MiamiHousing2016,0.001,5,100,r2,0.11276110808408069,0.0025813666082752707
MiamiHousing2016,0.001,5,100,mse,0.28776862862504193,0.01809272791631251
MiamiHousing2016,0.001,5,500,r2,0.4239335499028337,0.007936748424480937
MiamiHousing2016,0.001,5,500,mse,0.18690520952017436,0.012975253988821222
MiamiHousing2016,0.001,5,1000,r2,0.6238645118486571,0.009213197625443705
MiamiHousing2016,0.001,5,1000,mse,0.1220734211158021,0.00932265519876612
MiamiHousing2016,0.001,10,50,r2,0.06590074818051986,0.0009608149524560987
MiamiHousing2016,0.001,10,50,mse,0.3029486269789504,0.01872259929373538
MiamiHousing2016,0.001,10,100,r2,0.12777471132244894,0.0016967489012005223
MiamiHousing2016,0.001,10,100,mse,0.2828930846913389,0.017673027236358548
MiamiHousing2016,0.001,10,500,r2,0.47712317706929186,0.005589973113848355
MiamiHousing2016,0.001,10,500,mse,0.16964025126647597,0.01155119751010166
MiamiHousing2016,0.001,10,1000,r2,0.6946546399137998,0.006482710333577026
MiamiHousing2016,0.001,10,1000,mse,0.09910492009441424,0.0075229719957856205
MiamiHousing2016,0.01,3,50,r2,0.3677994752667015,0.009283502672489867
MiamiHousing2016,0.01,3,50,mse,0.2051155201330756,0.014223216119608039
MiamiHousing2016,0.01,3,100,r2,0.5486869305552426,0.011687146494714697
MiamiHousing2016,0.01,3,100,mse,0.14646951700719682,0.01120495545988262
MiamiHousing2016,0.01,3,500,r2,0.8399958917452104,0.006825089024916888
MiamiHousing2016,0.01,3,500,mse,0.05194431790667052,0.004531332872110235
MiamiHousing2016,0.01,3,1000,r2,0.8838509748822114,0.004820024012129424
MiamiHousing2016,0.01,3,1000,mse,0.0376972459662287,0.0031536382132692515
MiamiHousing2016,0.01,5,50,r2,0.4237701269369323,0.007744758665091228
MiamiHousing2016,0.01,5,50,mse,0.18696252683476838,0.01302871928019883
MiamiHousing2016,0.01,5,100,r2,0.6238921906114433,0.009117003816969721
MiamiHousing2016,0.01,5,100,mse,0.12206592047846292,0.009338201566077214
MiamiHousing2016,0.01,5,500,r2,0.8832617194337772,0.00485830138634566
MiamiHousing2016,0.01,5,500,mse,0.037892240670456254,0.0032241370237067204
MiamiHousing2016,0.01,5,1000,r2,0.9085572232134751,0.0031154836100301584
MiamiHousing2016,0.01,5,1000,mse,0.02967380912127156,0.0023366499025503163
MiamiHousing2016,0.01,10,50,r2,0.4774216051733807,0.006065898346786751
MiamiHousing2016,0.01,10,50,mse,0.16955336158209175,0.011717747206013648
MiamiHousing2016,0.01,10,100,r2,0.6947375880583533,0.00682269690366664
MiamiHousing2016,0.01,10,100,mse,0.09907379717776145,0.007507244513763487
MiamiHousing2016,0.01,10,500,r2,0.9135212868307055,0.0029206804488697553
MiamiHousing2016,0.01,10,500,mse,0.02807600923590039,0.0023491494727644886
MiamiHousing2016,0.01,10,1000,r2,0.9274008363372772,0.0021534054605986974
MiamiHousing2016,0.01,10,1000,mse,0.023565071027294018,0.0018841831152554044
MiamiHousing2016,0.1,3,50,r2,0.8402405800958135,0.007400806885423281
MiamiHousing2016,0.1,3,50,mse,0.05184272701553653,0.004379472643647793
MiamiHousing2016,0.1,3,100,r2,0.8827067427022145,0.005705496513142917
MiamiHousing2016,0.1,3,100,mse,0.038057995369096154,0.0032193073996883955
MiamiHousing2016,0.1,3,500,r2,0.9229905014254406,0.0026664401381940356
MiamiHousing2016,0.1,3,500,mse,0.02497642418596974,0.0017959082565265608
MiamiHousing2016,0.1,3,1000,r2,0.9306510750812509,0.002786604491815775
MiamiHousing2016,0.1,3,1000,mse,0.022485967778256392,0.0016039503577098097
MiamiHousing2016,0.1,5,50,r2,0.8823210165699921,0.0051321093567815385
MiamiHousing2016,0.1,5,50,mse,0.03819834107793385,0.0032884382008335883
MiamiHousing2016,0.1,5,100,r2,0.906434500561641,0.0036393244889195903
MiamiHousing2016,0.1,5,100,mse,0.03035826945203731,0.002398012854597188
MiamiHousing2016,0.1,5,500,r2,0.9339695555277447,0.0025727250489941253
MiamiHousing2016,0.1,5,500,mse,0.021402490256432143,0.0013976493772082253
MiamiHousing2016,0.1,5,1000,r2,0.9369169244638833,0.00313379769994103
MiamiHousing2016,0.1,5,1000,mse,0.020436257491138997,0.0013171538318098297
MiamiHousing2016,0.1,10,50,r2,0.9113480432112657,0.0034834762401709245
MiamiHousing2016,0.1,10,50,mse,0.02879540311651595,0.0026369453870655484
MiamiHousing2016,0.1,10,100,r2,0.9245249391726142,0.0021079239154300493
MiamiHousing2016,0.1,10,100,mse,0.024497759858778525,0.0019335242588812164
MiamiHousing2016,0.1,10,500,r2,0.9339467729166346,0.002471699726381678
MiamiHousing2016,0.1,10,500,mse,0.021435658079949012,0.0017147550800516243
MiamiHousing2016,0.1,10,1000,r2,0.9335464384131281,0.0028140451148754046
MiamiHousing2016,0.1,10,1000,mse,0.021565171305263548,0.0017710079588914183
MiamiHousing2016,0.3,3,50,r2,0.8913443173333617,0.004383558769970145
MiamiHousing2016,0.3,3,50,mse,0.035237803251292374,0.002554454344733869
MiamiHousing2016,0.3,3,100,r2,0.9103345990481003,0.0027167694126969968
MiamiHousing2016,0.3,3,100,mse,0.02908628215419689,0.0020902112325030795
MiamiHousing2016,0.3,3,500,r2,0.9308149889129714,0.003231469335568742
MiamiHousing2016,0.3,3,500,mse,0.022424549985040607,0.0015534524837830617
MiamiHousing2016,0.3,3,1000,r2,0.9326844993518717,0.004259403457068401
MiamiHousing2016,0.3,3,1000,mse,0.021811420000555866,0.0016842758486459233
MiamiHousing2016,0.3,5,50,r2,0.9126060923498652,0.0026842850850631226
MiamiHousing2016,0.3,5,50,mse,0.028335047485406033,0.0018350517368003886
MiamiHousing2016,0.3,5,100,r2,0.9254228209146262,0.002473185627796077
MiamiHousing2016,0.3,5,100,mse,0.024173473899660472,0.0014928545831212508
MiamiHousing2016,0.3,5,500,r2,0.932677500658577,0.002744183053312661
MiamiHousing2016,0.3,5,500,mse,0.021821018314856888,0.0014258498087060805
MiamiHousing2016,0.3,5,1000,r2,0.9322091722934023,0.0032133481222456277
MiamiHousing2016,0.3,5,1000,mse,0.021964083783324255,0.0014041477521149037
MiamiHousing2016,0.3,10,50,r2,0.9232783365190915,0.0027267177587699926
MiamiHousing2016,0.3,10,50,mse,0.024887381083162467,0.0018563762457815042
MiamiHousing2016,0.3,10,100,r2,0.9266083624258947,0.003081319741865364
MiamiHousing2016,0.3,10,100,mse,0.02380628519123766,0.001825812473527922
MiamiHousing2016,0.3,10,500,r2,0.9259804434218019,0.004540172529862128
MiamiHousing2016,0.3,10,500,mse,0.024005061248246362,0.0020555766661441792
MiamiHousing2016,0.3,10,1000,r2,0.9255886978711112,0.004518360860612623
MiamiHousing2016,0.3,10,1000,mse,0.02413131668251767,0.0020473238378796153
superconduct,0.001,3,50,r2,0.062229155260853965,0.0005204617394179406
superconduct,0.001,3,50,mse,1105.253848736605,23.17044489750157
superconduct,0.001,3,100,r2,0.11922123963103096,0.0010270972772867069
superconduct,0.001,3,100,mse,1038.0903055719962,22.12804730890272
superconduct,0.001,3,500,r2,0.4290961674379874,0.004642968330595954
superconduct,0.001,3,500,mse,672.8957066322243,16.416655662299824
superconduct,0.001,3,1000,r2,0.6119189540473446,0.0070072499620355356
superconduct,0.001,3,1000,mse,457.4074022315178,13.228731380726673
superconduct,0.001,5,50,r2,0.06646118357536657,0.000572267715870184
superconduct,0.001,5,50,mse,1100.2632822461903,22.93117645267181
superconduct,0.001,5,100,r2,0.12759000793279385,0.0012126493266018414
superconduct,0.001,5,100,mse,1028.224938528348,21.832163360597576
superconduct,0.001,5,500,r2,0.46018816775669674,0.004927138530475345
superconduct,0.001,5,500,mse,636.2404919839731,15.362400223519298
superconduct,0.001,5,1000,r2,0.6530380342565877,0.0077466436817546554
superconduct,0.001,5,1000,mse,408.9339300749709,12.690238000186909
superconduct,0.001,10,50,r2,0.07046775250817078,0.0005820696382516717
superconduct,0.001,10,50,mse,1095.5411355888552,22.83254478737814
superconduct,0.001,10,100,r2,0.13544819787280607,0.0012901609691000093
superconduct,0.001,10,100,mse,1018.9611637173736,21.53908218055424
superconduct,0.001,10,500,r2,0.4917035194051452,0.005486479858443355
superconduct,0.001,10,500,mse,599.1018778190406,15.115286774992272
superconduct,0.001,10,1000,r2,0.6979819725126315,0.007462868424076723
superconduct,0.001,10,1000,mse,355.98145295893335,12.218264620460062
superconduct,0.01,3,50,r2,0.4292123655849208,0.004680653422792684
superconduct,0.01,3,50,mse,672.7572890153558,16.372883783624175
superconduct,0.01,3,100,r2,0.6111635347957101,0.00710397393451224
superconduct,0.01,3,100,mse,458.3015963733075,13.446415945384189
superconduct,0.01,3,500,r2,0.809419548476207,0.010765463404838667
superconduct,0.01,3,500,mse,224.57549692282205,12.856639529715698
superconduct,0.01,3,1000,r2,0.8388934820289364,0.009950401452318056
superconduct,0.01,3,1000,mse,189.8471203430928,11.906128983978968
superconduct,0.01,5,50,r2,0.46123965650919646,0.005378014062333063
superconduct,0.01,5,50,mse,635.0004228767854,15.51137195654813
superconduct,0.01,5,100,r2,0.6548200391906406,0.008234610499142536
superconduct,0.01,5,100,mse,406.8397174553496,13.27039255151429
superconduct,0.01,5,500,r2,0.8457338587684647,0.009463397624778217
superconduct,0.01,5,500,mse,181.79183438186527,11.379141225019398
superconduct,0.01,5,1000,r2,0.8692307855480481,0.00824282931867698
superconduct,0.01,5,1000,mse,154.11069994049524,10.022098981851762
superconduct,0.01,10,50,r2,0.4906996985638553,0.005735974645411793
superconduct,0.01,10,50,mse,600.278958226965,15.02051265285043
superconduct,0.01,10,100,r2,0.6975852359065675,0.007594766324012774
superconduct,0.01,10,100,mse,356.43682276278,11.982415346069425
superconduct,0.01,10,500,r2,0.8909036551842867,0.005767914859740852
superconduct,0.01,10,500,mse,128.5910840305353,7.456501509937414
superconduct,0.01,10,1000,r2,0.9073646231998482,0.0048598579899527105
superconduct,0.01,10,1000,mse,109.19478384442087,6.400662722234068
superconduct,0.1,3,50,r2,0.8089027469512239,0.01055822917974483
superconduct,0.1,3,50,mse,225.1796303738201,12.508964224279687
superconduct,0.1,3,100,r2,0.8381308807630108,0.009755227269839102
superconduct,0.1,3,100,mse,190.74692279478722,11.690572865026661
superconduct,0.1,3,500,r2,0.887414548994186,0.007210137130871154
superconduct,0.1,3,500,mse,132.70080470310884,9.025918016330948
superconduct,0.1,3,1000,r2,0.902118998743276,0.0060033738995685275
superconduct,0.1,3,1000,mse,115.3720549619351,7.600839081820388
superconduct,0.1,5,50,r2,0.8431763888930905,0.008716209752282641
superconduct,0.1,5,50,mse,184.81008037349613,10.583451129011415
superconduct,0.1,5,100,r2,0.8673029460199416,0.008129244215242663
superconduct,0.1,5,100,mse,156.39521330677923,10.114152696024021
superconduct,0.1,5,500,r2,0.9089559750912148,0.005397178130384919
superconduct,0.1,5,500,mse,107.30513946036604,6.765826636687244
superconduct,0.1,5,1000,r2,0.9188074597235207,0.004476981863350907
superconduct,0.1,5,1000,mse,95.68840641077635,5.588461141170798
superconduct,0.1,10,50,r2,0.8900695355889635,0.005964410411070237
superconduct,0.1,10,50,mse,129.58075814090003,7.770050410099893
superconduct,0.1,10,100,r2,0.9057161676095168,0.004645244510411808
superconduct,0.1,10,100,mse,111.13261691201485,6.0884479191685985
superconduct,0.1,10,500,r2,0.9256618017559592,0.0045400309895459005
superconduct,0.1,10,500,mse,87.62522445744796,5.823878425558368
superconduct,0.1,10,1000,r2,0.9274869742479994,0.004790500867086134
superconduct,0.1,10,1000,mse,85.45523349712559,5.847451108848492
superconduct,0.3,3,50,r2,0.8484900927231436,0.009082596024909113
superconduct,0.3,3,50,mse,178.53845545742192,10.824948874337103
superconduct,0.3,3,100,r2,0.8707128070026089,0.007951038418556633
superconduct,0.3,3,100,mse,152.36583222323165,9.707336754597462
superconduct,0.3,3,500,r2,0.9049447328571736,0.0055375309370405325
superconduct,0.3,3,500,mse,112.00775248345917,6.537500798326933
superconduct,0.3,3,1000,r2,0.9138677672438668,0.004500193532835429
superconduct,0.3,3,1000,mse,101.48697397066671,5.2416075197874665
superconduct,0.3,5,50,r2,0.8758975882418586,0.007505517986955479
superconduct,0.3,5,50,mse,146.26935655428127,9.367919515453709
superconduct,0.3,5,100,r2,0.8947949129862162,0.006450496094159981
superconduct,0.3,5,100,mse,124.00605003250833,8.151398661937476
superconduct,0.3,5,500,r2,0.9195018979737556,0.0037463295043167377
superconduct,0.3,5,500,mse,94.8773380226889,4.854750802948826
superconduct,0.3,5,1000,r2,0.9228957379252121,0.003653593180766268
superconduct,0.3,5,1000,mse,90.86835440070891,4.573605457890085
superconduct,0.3,10,50,r2,0.9086147031666838,0.005946308630767834
superconduct,0.3,10,50,mse,107.7159614611957,7.448267184843517
superconduct,0.3,10,100,r2,0.9186622050955741,0.005567463881476395
superconduct,0.3,10,100,mse,95.85870449609118,6.778694666332604
superconduct,0.3,10,500,r2,0.9244358959519211,0.005241688766510763
superconduct,0.3,10,500,mse,89.02805759180733,6.0931924572041485
superconduct,0.3,10,1000,r2,0.9236087085544261,0.005251470776361734
superconduct,0.3,10,1000,mse,89.99588761253983,6.020317212669566
cpu,0.001,3,50,r2,0.07775232704945659,0.004797831412822344
cpu,0.001,3,50,mse,298.68152536257355,54.75300682867841
cpu,0.001,3,100,r2,0.15186664917202958,0.005663520671192472
cpu,0.001,3,100,mse,274.6015926161354,49.97215198481009
cpu,0.001,3,500,r2,0.5571815965403852,0.010906266155014674
cpu,0.001,3,500,mse,142.94048481415086,23.953018042917943
cpu,0.001,3,1000,r2,0.7882125636904145,0.011758477300671429
cpu,0.001,3,1000,mse,68.01138849542815,9.747481030073047
cpu,0.001,5,50,r2,0.07693597226523889,0.0042587351588326775
cpu,0.001,5,50,mse,298.982131881471,54.979506112904666
cpu,0.001,5,100,r2,0.150488533864024,0.004703361603092832
cpu,0.001,5,100,mse,275.109848975304,50.35429658721511
cpu,0.001,5,500,r2,0.5555445816811648,0.007689878271604328
cpu,0.001,5,500,mse,143.68988231649567,25.104611984666114
cpu,0.001,5,1000,r2,0.7909673587449514,0.008211098906058995
cpu,0.001,5,1000,mse,67.35903868056042,10.761348143567883
cpu,0.001,10,50,r2,0.07093245409153871,0.0036428577421639325
cpu,0.001,10,50,mse,300.9790617104004,55.57214699793779
cpu,0.001,10,100,r2,0.1391946205779114,0.004096233042316711
cpu,0.001,10,100,mse,278.88474568479785,51.588953244147056
cpu,0.001,10,500,r2,0.5260010644232097,0.009517595175393828
cpu,0.001,10,500,mse,153.57915710961188,28.53763811942374
cpu,0.001,10,1000,r2,0.7623321502392052,0.011153486255314808
cpu,0.001,10,1000,mse,76.95927172700301,14.383080635835032
cpu,0.01,3,50,r2,0.5585493564216593,0.010218758965142008
cpu,0.01,3,50,mse,142.52707848765357,23.992832609088744
cpu,0.01,3,100,r2,0.788675001063188,0.011709245473421575
cpu,0.01,3,100,mse,67.86053971123373,9.69654111983253
cpu,0.01,3,500,r2,0.9717693002597667,0.00496638307608894
cpu,0.01,3,500,mse,8.871276156655822,0.6837353030804039
cpu,0.01,3,1000,r2,0.9777837358761797,0.0038318862082055982
cpu,0.01,3,1000,mse,6.986153235085373,0.5484660978573007
cpu,0.01,5,50,r2,0.5564093250300787,0.007923012326750934
cpu,0.01,5,50,mse,143.37299517179207,24.853346560902335
cpu,0.01,5,100,r2,0.79248559231349,0.008040382667927644
cpu,0.01,5,100,mse,66.84789211944155,10.519044559551801
cpu,0.01,5,500,r2,0.9752639463561517,0.004171231711932009
cpu,0.01,5,500,mse,7.786991737526039,0.6248145221528789
cpu,0.01,5,1000,r2,0.980118873540403,0.003352982648665244
cpu,0.01,5,1000,mse,6.26069481372485,0.5220109276665901
cpu,0.01,10,50,r2,0.5281901145261179,0.010612806758551668
cpu,0.01,10,50,mse,152.79241443893358,28.00799167326001
cpu,0.01,10,100,r2,0.7631405778054612,0.011895503326825672
cpu,0.01,10,100,mse,76.66253158677449,14.203367134297347
cpu,0.01,10,500,r2,0.9709483912458785,0.005084198285526144
cpu,0.01,10,500,mse,9.287372595396452,1.943184214248586
cpu,0.01,10,1000,r2,0.9773429011421676,0.004171564097254717
cpu,0.01,10,1000,mse,7.239150865719994,1.5689799892194867
cpu,0.1,3,50,r2,0.971080874630692,0.0055879854379080034
cpu,0.1,3,50,mse,9.067153857389133,0.7335352162947061
cpu,0.1,3,100,r2,0.9769267111108141,0.004256907534456918
cpu,0.1,3,100,mse,7.249312071088736,0.6375167037261769
cpu,0.1,3,500,r2,0.9835277991026278,0.0026427543156274736
cpu,0.1,3,500,mse,5.197433321351567,0.45505921146516537
cpu,0.1,3,1000,r2,0.9845097367525254,0.002341858583773886
cpu,0.1,3,1000,mse,4.897780573377287,0.4615346791169722
cpu,0.1,5,50,r2,0.9743204025054248,0.004474104826987112
cpu,0.1,5,50,mse,8.075289083939385,0.6598817365170357
cpu,0.1,5,100,r2,0.9792197688447066,0.0033841441604405423
cpu,0.1,5,100,mse,6.5466600445282115,0.5198272768499819
cpu,0.1,5,500,r2,0.9839004700220413,0.0022495125161819994
cpu,0.1,5,500,mse,5.102481736357121,0.5469565092455881
cpu,0.1,5,1000,r2,0.9842677097576036,0.0021472611641810994
cpu,0.1,5,1000,mse,4.991872008820496,0.5677679107723316
cpu,0.1,10,50,r2,0.9696876820359608,0.0057820689673685095
cpu,0.1,10,50,mse,9.626215296501881,1.8636209627469007
cpu,0.1,10,100,r2,0.975605622926988,0.004580682414576864
cpu,0.1,10,100,mse,7.751329032964392,1.503701674984934
cpu,0.1,10,500,r2,0.9783043590087075,0.004061618664018638
cpu,0.1,10,500,mse,6.9016123491863155,1.368099296086451
cpu,0.1,10,1000,r2,0.978332814921185,0.004026862787096384
cpu,0.1,10,1000,mse,6.894700718713127,1.3706478687821302
cpu,0.3,3,50,r2,0.9772664412567178,0.003765097657540931
cpu,0.3,3,50,mse,7.167310932659115,0.7008998875490305
cpu,0.3,3,100,r2,0.9807681315764698,0.0030465669835211657
cpu,0.3,3,100,mse,6.073442791446468,0.6192153695903363
cpu,0.3,3,500,r2,0.9840391351382509,0.002635221588558962
cpu,0.3,3,500,mse,5.0381228534591616,0.489896310154637
cpu,0.3,3,1000,r2,0.9841151912995729,0.00252887124323755
cpu,0.3,3,1000,mse,5.019128176938041,0.48032240006329985
cpu,0.3,5,50,r2,0.978988526671313,0.003301997003533019
cpu,0.3,5,50,mse,6.633746182724157,0.690110228864967
cpu,0.3,5,100,r2,0.9812865930452885,0.0028255680288915746
cpu,0.3,5,100,mse,5.91848630729997,0.6591041453711208
cpu,0.3,5,500,r2,0.9827145391663376,0.002663206529216064
cpu,0.3,5,500,mse,5.46491901424709,0.6030635115878538
cpu,0.3,5,1000,r2,0.9825222776718121,0.0027090320340593067
cpu,0.3,5,1000,mse,5.524432234263807,0.5966680737702633
cpu,0.3,10,50,r2,0.972066622997348,0.006517632872119877
cpu,0.3,10,50,mse,8.873778555040857,2.0743701495865583
cpu,0.3,10,100,r2,0.9734013978853874,0.0059992544809226896
cpu,0.3,10,100,mse,8.452403530015413,1.9353969264369908
cpu,0.3,10,500,r2,0.9735858786930335,0.005888238089765924
cpu,0.3,10,500,mse,8.392041701575913,1.887997024322553
cpu,0.3,10,1000,r2,0.9735655944898058,0.005889879815839941
cpu,0.3,10,1000,mse,8.398858707484317,1.8903810184816894
diamond,0.001,3,50,r2,0.08298009983770435,0.0004838446211037844
diamond,0.001,3,50,mse,0.9412446148994922,0.017740762908014896
diamond,0.001,3,100,r2,0.15863028212260005,0.0007789958228091162
diamond,0.001,3,100,mse,0.8636004924727582,0.016533581540056914
diamond,0.001,3,500,r2,0.5673455904257063,0.0019221564360535374
diamond,0.001,3,500,mse,0.4440980853287475,0.009333764083117925
diamond,0.001,3,1000,r2,0.789594394237094,0.0019637488489360833
diamond,0.001,3,1000,mse,0.21597209552823754,0.004935189924727195
diamond,0.001,5,50,r2,0.08647905528803322,0.0004306655881600917
diamond,0.001,5,50,mse,0.937651066617839,0.017555695972316685
diamond,0.001,5,100,r2,0.1651501473272526,0.0006421432450544813
diamond,0.001,5,100,mse,0.8569038309756303,0.016158722036642464
diamond,0.001,5,500,r2,0.5811962150718638,0.0017818939938762097
diamond,0.001,5,500,mse,0.4298741045550433,0.008674356980890103
diamond,0.001,5,1000,r2,0.8015564643002895,0.0019623810539909237
diamond,0.001,5,1000,mse,0.20368819363943205,0.004460818984515759
diamond,0.001,10,50,r2,0.08768635416491345,0.00044504259538438246
diamond,0.001,10,50,mse,0.9364103752335093,0.017453026029066617
diamond,0.001,10,100,r2,0.16739902295114306,0.000695479425987478
diamond,0.001,10,100,mse,0.8545933767501248,0.01600373291114727
diamond,0.001,10,500,r2,0.5876509820386253,0.0019659697366545717
diamond,0.001,10,500,mse,0.4232448215407955,0.008397335978359857
diamond,0.001,10,1000,r2,0.808096467871402,0.0021657555821583572
diamond,0.001,10,1000,mse,0.19697245797199767,0.00431472803189215
diamond,0.01,3,50,r2,0.5689265571644404,0.0019494182829365748
diamond,0.01,3,50,mse,0.4424759513044396,0.00933697447516881
