dataset,k,ks,order,scaling,metric,mean,std
ailerons,3,330,1,no_scaling,r2,0.8190206096420592,0.011213219102826895
ailerons,3,330,2,learned,r2,0.8270974069357951,0.011120209398816982
ailerons,3,330,2,no_scaling,r2,0.8169015755091893,0.01182268753615224
ailerons,3,341,1,learned,r2,0.8295039803615145,0.0110938688567156
ailerons,3,341,1,no_scaling,r2,0.8197064656704189,0.010930489297518935
ailerons,3,341,2,learned,r2,0.8245760938222896,0.01039260818000387
ailerons,3,341,2,no_scaling,r2,0.8174367983619135,0.011657835846976529
ailerons,3,357,1,learned,r2,0.829136882093082,0.010259291079713883
ailerons,3,357,1,no_scaling,r2,0.8204548500909267,0.011001232524257477
ailerons,3,357,2,learned,r2,0.8280472821044291,0.00931074786056684
ailerons,3,357,2,no_scaling,r2,0.8185264061495463,0.011349008892440235
ailerons,3,461,1,learned,r2,0.8309400312875974,0.013657903608119623
ailerons,3,461,1,no_scaling,r2,0.8234116965663698,0.010068036224749484
ailerons,3,461,2,learned,r2,0.8308632253803993,0.010161908207075947
ailerons,3,461,2,no_scaling,r2,0.8223768444570659,0.01047970208905341
ailerons,3,485,1,learned,r2,0.834241521193513,0.009384838929600802
ailerons,3,485,1,no_scaling,r2,0.823568522894966,0.010322685687511393
ailerons,3,485,2,learned,r2,0.8309110758002362,0.0082117943613233
ailerons,3,485,2,no_scaling,r2,0.8225491848785994,0.010701987141126263
ailerons,3,551,1,learned,r2,0.8338456271825807,0.00954928390977831
ailerons,3,551,1,no_scaling,r2,0.8240796641468426,0.01052746990001748
ailerons,3,551,2,learned,r2,0.8328223757576646,0.010779651671495912
ailerons,3,551,2,no_scaling,r2,0.8231560971528266,0.011095844879376694
ailerons,3,591,1,learned,r2,0.829955803733389,0.008024758946740219
ailerons,3,591,1,no_scaling,r2,0.824638011545192,0.00986934480568469
ailerons,3,591,2,learned,r2,0.8322313595177577,0.009843133639626921
ailerons,3,591,2,no_scaling,r2,0.823752338792136,0.01014851261490898
ailerons,4,75,1,learned,r2,0.7815338076333032,0.012470526893973122
ailerons,4,75,1,no_scaling,r2,0.7939320033398737,0.010058019786096446
ailerons,4,75,2,learned,r2,0.777253042522924,0.019015418810139857
ailerons,4,75,2,no_scaling,r2,0.7931735386796622,0.010126783418761524
ailerons,4,86,1,learned,r2,0.7848445774251365,0.01414135536042716
ailerons,4,86,1,no_scaling,r2,0.7980843846852247,0.011357071405935695
ailerons,4,86,2,learned,r2,0.784435777197797,0.011755576264530533
ailerons,4,86,2,no_scaling,r2,0.7972044170226368,0.01165392714628546
ailerons,4,94,1,learned,r2,0.7934073447746287,0.012705648243214353
ailerons,4,94,1,no_scaling,r2,0.8012753219449209,0.012533027530471396
ailerons,4,94,2,learned,r2,0.7877557932472155,0.014872655282613027
ailerons,4,94,2,no_scaling,r2,0.8000594437621631,0.013133255381065958
ailerons,4,116,1,learned,r2,0.8070925140718815,0.009510975964881057
ailerons,4,116,1,no_scaling,r2,0.8072036575455952,0.011765028181476511
ailerons,4,116,2,learned,r2,0.8012861293599771,0.011992161997087764
ailerons,4,116,2,no_scaling,r2,0.8057068513806918,0.011993249458535799
ailerons,4,158,1,learned,r2,0.8168616325322965,0.009116109518531902
ailerons,4,158,1,no_scaling,r2,0.8139927106715581,0.013759433662567625
ailerons,4,158,2,learned,r2,0.8137142603562773,0.012312178387922526
ailerons,4,158,2,no_scaling,r2,0.8117720331958633,0.014478123081006277
ailerons,4,201,1,learned,r2,0.8230000150217889,0.013104515598764433
ailerons,4,201,1,no_scaling,r2,0.8195252194509962,0.013029232732389383
ailerons,4,201,2,learned,r2,0.8214254099190266,0.008401957401944929
ailerons,4,201,2,no_scaling,r2,0.8167751990762374,0.013628746105797179
ailerons,4,232,1,learned,r2,0.8286909249790027,0.008156437044705287
ailerons,4,232,1,no_scaling,r2,0.8208838898662776,0.013314386428615165
ailerons,4,232,2,learned,r2,0.8231580536450315,0.010695721741908283
ailerons,4,232,2,no_scaling,r2,0.8184993468307009,0.013684594077934573
ailerons,4,233,1,learned,r2,0.8275749739382651,0.011745420485678452
ailerons,4,233,1,no_scaling,r2,0.8210855844320163,0.013117139903527166
ailerons,4,233,2,learned,r2,0.8272481425729745,0.007987985573393344
ailerons,4,233,2,no_scaling,r2,0.8186654142115511,0.0137008832023797
ailerons,4,243,1,learned,r2,0.8256128768572057,0.011338439344925455
ailerons,4,243,1,no_scaling,r2,0.821541621081989,0.012841534869257208
ailerons,4,243,2,learned,r2,0.8263798687922355,0.008145723263697478
ailerons,4,243,2,no_scaling,r2,0.8191190919165761,0.013285591521284263
ailerons,4,277,1,learned,r2,0.8310212409339229,0.009567694759226364
ailerons,4,277,1,no_scaling,r2,0.822707704459618,0.012311592929062053
ailerons,4,277,2,learned,r2,0.8292077823379949,0.009343941811740525
ailerons,4,277,2,no_scaling,r2,0.8203744380093939,0.012923666408710366
ailerons,4,285,1,learned,r2,0.8304467730442114,0.014286625743875627
ailerons,4,285,1,no_scaling,r2,0.8231296091069739,0.012119498014740023
ailerons,4,285,2,learned,r2,0.8285156431860207,0.009692367285658188
ailerons,4,285,2,no_scaling,r2,0.8210924152200292,0.012799813499877565
ailerons,4,292,1,learned,r2,0.8317962062338033,0.009448833195295393
ailerons,4,292,1,no_scaling,r2,0.8239439841106645,0.011897217582198147
ailerons,4,292,2,learned,r2,0.826151823912275,0.011589716512470056
ailerons,4,292,2,no_scaling,r2,0.8219865540758213,0.012439724381997055
ailerons,4,296,1,learned,r2,0.8291604822283196,0.009075227572699867
ailerons,4,296,1,no_scaling,r2,0.824358057386634,0.011474180590651403
ailerons,4,296,2,learned,r2,0.8303884568915734,0.009412655105007578
ailerons,4,296,2,no_scaling,r2,0.8221992922838288,0.011795756570583077
ailerons,4,330,1,learned,r2,0.8322891139985946,0.012676865097810977
ailerons,4,330,1,no_scaling,r2,0.8258747497853465,0.011890125314773646
ailerons,4,330,2,learned,r2,0.8313648638028072,0.012889620778315269
ailerons,4,330,2,no_scaling,r2,0.8241118312932925,0.012522763575738238
ailerons,4,341,1,learned,r2,0.8331104788752903,0.008246523269808589
ailerons,4,341,1,no_scaling,r2,0.8264708481842888,0.0116040199134576
ailerons,4,341,2,learned,r2,0.8312595342366447,0.01198063550067299
ailerons,4,341,2,no_scaling,r2,0.8244277996212995,0.012306328530205425
ailerons,4,357,1,learned,r2,0.8319690471118983,0.010290241173158146
ailerons,4,357,1,no_scaling,r2,0.8270021516914265,0.011417384422988551
ailerons,4,357,2,learned,r2,0.8332705728792161,0.010702435288606604
ailerons,4,357,2,no_scaling,r2,0.8252241989181792,0.011801536574774984
ailerons,4,461,1,learned,r2,0.8382689806812511,0.00853782173697153
ailerons,4,461,1,no_scaling,r2,0.8296831974920227,0.010179837189189645
ailerons,4,461,2,learned,r2,0.8360172891145023,0.010677944491513625
ailerons,4,461,2,no_scaling,r2,0.8286257702504056,0.010658446742479628
ailerons,4,485,1,learned,r2,0.8371938005667052,0.009139408310157438
ailerons,4,485,1,no_scaling,r2,0.8300269962972144,0.010113162522995508
ailerons,4,485,2,learned,r2,0.8323489864899575,0.011196910411694187
ailerons,4,485,2,no_scaling,r2,0.8290477860800927,0.010682390782085596
ailerons,4,551,1,learned,r2,0.836477711324991,0.009242601882544391
ailerons,4,551,1,no_scaling,r2,0.8305674859070897,0.010248235286764358
ailerons,4,551,2,learned,r2,0.837991856146777,0.008748038876244755
ailerons,4,551,2,no_scaling,r2,0.8297052437213648,0.010851517810126348
ailerons,4,591,1,learned,r2,0.8386193855167818,0.0098288234188683
ailerons,4,591,1,no_scaling,r2,0.8306663839273323,0.009889042018511957
ailerons,4,591,2,learned,r2,0.8385115309522702,0.009592797894417875
ailerons,4,591,2,no_scaling,r2,0.8298580997792098,0.01025512682231942
houses,3,27,1,learned,r2,0.7497636871225118,0.0261263746848356
houses,3,27,1,no_scaling,r2,0.7101904532311604,0.0234014031692737
houses,3,27,2,learned,r2,0.7513609915255445,0.023710822106038445
houses,3,27,2,no_scaling,r2,0.7101899632431945,0.023401350843272203
houses,3,29,1,learned,r2,0.764597254033677,0.018009995301024616
houses,3,29,1,no_scaling,r2,0.7182274199902123,0.022275052121376364
houses,3,29,2,learned,r2,0.7640259237200087,0.018586804027159797
houses,3,29,2,no_scaling,r2,0.7182274491229678,0.022275084635515776
houses,3,46,1,learned,r2,0.7808031742623894,0.01834509453787692
houses,3,46,1,no_scaling,r2,0.7486284227800037,0.020113701239996354
houses,3,46,2,learned,r2,0.781444776173742,0.01886361768411057
houses,3,46,2,no_scaling,r2,0.7486284736756718,0.020113701139102873
houses,3,49,1,learned,r2,0.7830491288563943,0.01677651434774506
houses,3,49,1,no_scaling,r2,0.7507450441993986,0.019608452328984168
houses,3,49,2,learned,r2,0.7805787970340188,0.01826038170740017
houses,3,49,2,no_scaling,r2,0.7507448639351714,0.01960825695897749
houses,3,53,1,learned,r2,0.7834311854977271,0.018323219182487485
houses,3,53,1,no_scaling,r2,0.7520249447002281,0.020532622153409227
houses,3,53,2,learned,r2,0.7780048374022972,0.02099881563466229
houses,3,53,2,no_scaling,r2,0.7520248046002368,0.020532790785800736
houses,3,54,1,learned,r2,0.7880926749433788,0.017241601408897647
houses,3,54,1,no_scaling,r2,0.7526545871029294,0.020161270516621664
houses,3,54,2,learned,r2,0.7858944393396766,0.016799883706881916
houses,3,54,2,no_scaling,r2,0.7526547737122475,0.02016118452436471
houses,3,56,1,learned,r2,0.7840765394881155,0.016725069487892326
houses,3,56,1,no_scaling,r2,0.7538660422824822,0.02072710458320605
houses,3,56,2,learned,r2,0.7844831157530537,0.020098474386003016
houses,3,56,2,no_scaling,r2,0.7538660471770113,0.02072711908462394
houses,3,57,1,learned,r2,0.7872835376289269,0.01878372347706842
houses,3,57,1,no_scaling,r2,0.7546344086145398,0.020928588466122135
houses,3,57,2,learned,r2,0.7867645893445181,0.016742899591531704
houses,3,57,2,no_scaling,r2,0.7546343863490431,0.020928605474468315
houses,3,59,1,learned,r2,0.7846949002222618,0.018884920532897243
houses,3,59,1,no_scaling,r2,0.7551249210325919,0.02090926450139124
houses,3,59,2,learned,r2,0.7845828371093652,0.01671072939144649
houses,3,59,2,no_scaling,r2,0.7551249733166824,0.020909406270393192
houses,3,61,1,learned,r2,0.7882117473126671,0.01798758054159258
houses,3,61,1,no_scaling,r2,0.7558421677352214,0.02063903868684345
houses,3,61,2,learned,r2,0.7870037929316382,0.01769972121267305
houses,3,61,2,no_scaling,r2,0.7558421628316473,0.020638986950196996
houses,3,62,1,learned,r2,0.7897677956975155,0.017915435878447905
houses,3,62,1,no_scaling,r2,0.7562477950824892,0.020171558126400837
houses,3,62,2,learned,r2,0.7846080477284562,0.0187290532196434
houses,3,62,2,no_scaling,r2,0.7562478250465036,0.02017161478256877
houses,3,89,1,learned,r2,0.7946938484200888,0.018477623816218307
houses,3,89,1,no_scaling,r2,0.7625722373070952,0.0190914124101221
houses,3,89,2,learned,r2,0.792661076319761,0.017679281258489537
houses,3,89,2,no_scaling,r2,0.7625721322604506,0.019091411599379396
houses,3,94,1,learned,r2,0.7927996753172988,0.01839015739795488
houses,3,94,1,no_scaling,r2,0.763209308458591,0.018811859628000333
houses,3,94,2,learned,r2,0.7922536222493275,0.0189293709376906
houses,3,94,2,no_scaling,r2,0.7632093692647368,0.018811822836561045
houses,3,95,1,learned,r2,0.7924635220742234,0.018458173313661307
houses,3,95,1,no_scaling,r2,0.7633641332242573,0.018718577625086615
houses,3,95,2,learned,r2,0.7937203284011713,0.015879788257511972
houses,3,95,2,no_scaling,r2,0.7633640971232243,0.018718599478468673
houses,3,101,1,learned,r2,0.7905215351053578,0.01610871765375243
houses,3,101,1,no_scaling,r2,0.7642045259232513,0.018350498656477966
houses,3,101,2,learned,r2,0.792856717222384,0.017667189314575407
houses,3,101,2,no_scaling,r2,0.7642045597637893,0.018350479410498003
houses,3,112,1,learned,r2,0.7895620044085617,0.016954000663296026
houses,3,112,1,no_scaling,r2,0.7650741983825401,0.017645534597833485
houses,3,112,2,learned,r2,0.7927179257032729,0.018426184810611437
houses,3,112,2,no_scaling,r2,0.7650740909854361,0.01764557876864044
houses,3,113,1,learned,r2,0.7912886256145955,0.022043117315747072
houses,3,113,1,no_scaling,r2,0.7650697942503722,0.01760259544131254
houses,3,113,2,learned,r2,0.7920739549926152,0.017382828214379517
houses,3,113,2,no_scaling,r2,0.7650698445491617,0.017602634463946255
houses,3,114,1,learned,r2,0.7927817962621732,0.018276330622330448
houses,3,114,1,no_scaling,r2,0.7650230808331931,0.017518082071059114
houses,3,114,2,learned,r2,0.7939091213036049,0.01735448056754461
houses,3,114,2,no_scaling,r2,0.7650230160678897,0.01751812200118208
houses,3,123,1,learned,r2,0.7910909716635339,0.02140087880373845
houses,3,123,1,no_scaling,r2,0.7658154852018422,0.017056237677793157
houses,3,123,2,learned,r2,0.7937900588784776,0.01704184996721777
houses,3,123,2,no_scaling,r2,0.7658154738496381,0.017056131782614878
houses,3,130,1,learned,r2,0.7954201102463345,0.017124829231513088
houses,3,130,1,no_scaling,r2,0.7658718229929533,0.017062713484477642
houses,3,130,2,learned,r2,0.7935035328632699,0.018950237264142057
houses,3,130,2,no_scaling,r2,0.7658717734394813,0.017062854235072915
houses,4,27,1,learned,r2,0.7668674460801642,0.01987331942865795
houses,4,27,1,no_scaling,r2,0.7255082817424403,0.020147817933812966
houses,4,27,2,learned,r2,0.7687649129535996,0.019151665201717457
houses,4,27,2,no_scaling,r2,0.7255079252900147,0.020147740817376806
houses,4,29,1,learned,r2,0.7746021666991746,0.01855347566093289
houses,4,29,1,no_scaling,r2,0.7320737329502002,0.019897436190986748
houses,4,29,2,learned,r2,0.7727306656541613,0.01598064536512062
houses,4,29,2,no_scaling,r2,0.732073755368979,0.019897455239138696
houses,4,46,1,learned,r2,0.7875844130867714,0.01613207021505668
houses,4,46,1,no_scaling,r2,0.7585296809270593,0.018948044569404854
houses,4,46,2,learned,r2,0.7865283586058223,0.01826273419079499
houses,4,46,2,no_scaling,r2,0.7585297141979813,0.01894805128019766
houses,4,49,1,learned,r2,0.7890033768927619,0.016830949891986594
houses,4,49,1,no_scaling,r2,0.7607717111806135,0.01863535904765811
houses,4,49,2,learned,r2,0.789099760227019,0.016780145993684006
houses,4,49,2,no_scaling,r2,0.7607715636035941,0.018635217342612125
houses,4,53,1,learned,r2,0.7924041774620331,0.016723599887741844
houses,4,53,1,no_scaling,r2,0.7622076898376726,0.018735813505441474
houses,4,53,2,learned,r2,0.7920740242093192,0.016622115168575285
houses,4,53,2,no_scaling,r2,0.7622075944068982,0.018735905392873894
houses,4,54,1,learned,r2,0.7926327712738749,0.016436763611343986
houses,4,54,1,no_scaling,r2,0.7629073631617602,0.018325873497971188
houses,4,54,2,learned,r2,0.7942877776718237,0.01667727791534045
houses,4,54,2,no_scaling,r2,0.762907495650896,0.018325846612504637
houses,4,56,1,learned,r2,0.791193757735693,0.015295438871999849
houses,4,56,1,no_scaling,r2,0.7638008996328259,0.019201621236658223
houses,4,56,2,learned,r2,0.7901519861173797,0.018934389002595815
houses,4,56,2,no_scaling,r2,0.7638008956563664,0.01920162385027078
houses,4,57,1,learned,r2,0.7927003767473009,0.01713164930227243
houses,4,57,1,no_scaling,r2,0.7641156596487918,0.019545396640670124
houses,4,57,2,learned,r2,0.7908945361077023,0.01817702753069987
houses,4,57,2,no_scaling,r2,0.764115641868279,0.019545386467445698
houses,4,59,1,learned,r2,0.7942552694479714,0.016437757812612246
houses,4,59,1,no_scaling,r2,0.7644532162780101,0.01959339402723122
houses,4,59,2,learned,r2,0.791331509857875,0.016807616002832985
houses,4,59,2,no_scaling,r2,0.7644532688729492,0.019593493352277634
houses,4,61,1,learned,r2,0.7930642266787388,0.01927855556654681
houses,4,61,1,no_scaling,r2,0.7650189328121711,0.019447546863313465
houses,4,61,2,learned,r2,0.7926640415754735,0.018017030119808514
houses,4,61,2,no_scaling,r2,0.7650189315739804,0.019447504534911165
houses,4,62,1,learned,r2,0.7951452522630791,0.015910388085368495
houses,4,62,1,no_scaling,r2,0.7653192341865795,0.01899211323307295
houses,4,62,2,learned,r2,0.7944377053238373,0.020085216047462596
houses,4,62,2,no_scaling,r2,0.7653192577456913,0.018992144024886325
houses,4,89,1,learned,r2,0.7993288781759307,0.01702333231727174
houses,4,89,1,no_scaling,r2,0.7724292104900469,0.01793142413047047
houses,4,89,2,learned,r2,0.798531309591911,0.01693781458911628
houses,4,89,2,no_scaling,r2,0.7724291454317112,0.0179313847386155
houses,4,94,1,learned,r2,0.794702329774503,0.019557068056994323
houses,4,94,1,no_scaling,r2,0.7730333090398704,0.017758376412718116
houses,4,94,2,learned,r2,0.7993667779962247,0.01875904431053824
houses,4,94,2,no_scaling,r2,0.7730333338380632,0.017758362410190354
houses,4,95,1,learned,r2,0.800793345886655,0.016491547349853607
houses,4,95,1,no_scaling,r2,0.773082328331108,0.01779742190935033
houses,4,95,2,learned,r2,0.7989680677628532,0.018052563960842403
houses,4,95,2,no_scaling,r2,0.7730823383943021,0.017797483059714736
houses,4,101,1,learned,r2,0.7992459435944684,0.019863358594301456
houses,4,101,1,no_scaling,r2,0.7740109266559256,0.017662847838740198
houses,4,101,2,learned,r2,0.794240500418782,0.020531256033580345
houses,4,101,2,no_scaling,r2,0.7740109397371645,0.01766284314087104
houses,4,112,1,learned,r2,0.7991372841586203,0.0179043849664583
houses,4,112,1,no_scaling,r2,0.7751326016930096,0.017039344634417128
houses,4,112,2,learned,r2,0.7991356334724642,0.016204339073148225
houses,4,112,2,no_scaling,r2,0.775132525501388,0.017039357004329108
houses,4,113,1,learned,r2,0.8007877002586765,0.016611503358449256
houses,4,113,1,no_scaling,r2,0.7752240395836688,0.01695425508180486
houses,4,113,2,learned,r2,0.8011595646463577,0.018497124915500682
houses,4,113,2,no_scaling,r2,0.775224066042554,0.016954288210332482
houses,4,114,1,learned,r2,0.7992978940866248,0.018479314011279956
houses,4,114,1,no_scaling,r2,0.7751378014538779,0.01691842066556572
houses,4,114,2,learned,r2,0.8006991204419167,0.016347214005569217
houses,4,114,2,no_scaling,r2,0.775137761395819,0.016918412934871646
houses,4,123,1,learned,r2,0.8023725995112689,0.017005126159797244
houses,4,123,1,no_scaling,r2,0.7758402227558101,0.016572901906053147
houses,4,123,2,learned,r2,0.7978464461967312,0.018285900925101108
houses,4,123,2,no_scaling,r2,0.7758402020035817,0.016572831647148872
houses,4,130,1,learned,r2,0.7977398942573564,0.013691184429163032
houses,4,130,1,no_scaling,r2,0.7761376381959362,0.016393061678790694
houses,4,130,2,learned,r2,0.7993031241462513,0.016246606693231493
houses,4,130,2,no_scaling,r2,0.776137584265797,0.016393066230607628
houses,10,123,1,learned,r2,0.8033512255816724,0.01673455054257963
house_16H,3,44,1,learned,r2,0.311841525868773,0.09121398121134577
house_16H,3,44,1,no_scaling,r2,0.3016176460684078,0.09226775950309545
house_16H,3,44,2,learned,r2,0.26591695227918477,0.09725712264249536
house_16H,3,44,2,no_scaling,r2,0.29418874817637497,0.09676063571235723
house_16H,3,45,1,learned,r2,0.2907039859195678,0.07923979466734576
house_16H,3,45,1,no_scaling,r2,0.30567880787501744,0.09346679863007974
house_16H,3,45,2,learned,r2,0.2934650970667486,0.07589414300898788
house_16H,3,45,2,no_scaling,r2,0.3019471188263017,0.09437664538655734
house_16H,3,47,1,learned,r2,0.2968962011314449,0.08808348662746719
house_16H,3,47,1,no_scaling,r2,0.31322616324960034,0.09859251843089012
house_16H,3,47,2,learned,r2,0.28400132914423715,0.09766771450559493
house_16H,3,47,2,no_scaling,r2,0.3065848195537086,0.1019255558760854
house_16H,3,48,1,learned,r2,0.29130220699286974,0.061946220599844753
house_16H,3,48,1,no_scaling,r2,0.3142884102845793,0.0961628496039833
house_16H,3,48,2,learned,r2,0.2975373621748846,0.10099932394187139
house_16H,3,48,2,no_scaling,r2,0.30894525723509564,0.09878396972579284
house_16H,3,76,1,learned,r2,0.3904752139920852,0.07318641224243193
house_16H,3,76,1,no_scaling,r2,0.39786013938586584,0.07321686672393561
house_16H,3,76,2,learned,r2,0.4001046321154794,0.06908920748289658
house_16H,3,76,2,no_scaling,r2,0.39897899418110405,0.07252638427501415
house_16H,3,79,1,learned,r2,0.38949090687794624,0.073781989486932
house_16H,3,79,1,no_scaling,r2,0.4006883110846989,0.07310855583478514
house_16H,3,79,2,learned,r2,0.4003718230493843,0.0725081117753202
house_16H,3,79,2,no_scaling,r2,0.40178685841671696,0.07242593204932596
house_16H,3,84,1,learned,r2,0.40167149622364057,0.0750215887664672
house_16H,3,84,1,no_scaling,r2,0.4018961687359689,0.07261544892620812
house_16H,3,84,2,learned,r2,0.40495443079983673,0.07030712745178938
house_16H,3,84,2,no_scaling,r2,0.40327736928767377,0.07215013022097223
house_16H,3,89,1,learned,r2,0.41083210968689005,0.06693378155467991
house_16H,3,89,1,no_scaling,r2,0.40582649380085345,0.07496219449894134
house_16H,3,89,2,learned,r2,0.3908820181135588,0.08338238467882213
house_16H,3,89,2,no_scaling,r2,0.4070698351146754,0.07460699909040693
house_16H,3,103,1,learned,r2,0.4135969983091331,0.07291110167920113
house_16H,3,103,1,no_scaling,r2,0.4092228862412181,0.08551828298353362
house_16H,3,103,2,learned,r2,0.40793898539012974,0.056219759168829424
house_16H,3,103,2,no_scaling,r2,0.40914430666632284,0.08573350451741393
house_16H,3,133,1,learned,r2,0.4110025686640707,0.07921795013645586
house_16H,3,133,1,no_scaling,r2,0.4212767044405711,0.08908511179058456
house_16H,3,133,2,learned,r2,0.4118073571997346,0.06938473334634723
house_16H,3,133,2,no_scaling,r2,0.4213370633469207,0.08899912433817136
house_16H,3,143,1,learned,r2,0.4118344956879983,0.07449520228598515
house_16H,3,143,1,no_scaling,r2,0.41962177891789576,0.0905838021785573
house_16H,3,143,2,learned,r2,0.41578896879608473,0.07959669458044494
house_16H,3,143,2,no_scaling,r2,0.4198855482580467,0.09061547043705376
house_16H,3,144,1,learned,r2,0.4186028025361737,0.0793883728138703
house_16H,3,144,1,no_scaling,r2,0.4199312514492598,0.09000096833380744
house_16H,3,144,2,learned,r2,0.4301104911720536,0.07593633302810936
house_16H,3,144,2,no_scaling,r2,0.42023854683021716,0.09000281502887832
house_16H,3,146,1,learned,r2,0.42232778177652264,0.08325228076150033
house_16H,3,146,1,no_scaling,r2,0.4201110158170449,0.09012433085541534
house_16H,3,146,2,learned,r2,0.4141007785164934,0.08396069163490068
house_16H,3,146,2,no_scaling,r2,0.42019649647992247,0.09014303003614979
house_16H,3,151,1,learned,r2,0.42954504265641624,0.08525065951594582
house_16H,3,151,1,no_scaling,r2,0.41935615024944345,0.09154594625681935
house_16H,3,151,2,learned,r2,0.4363130693688849,0.07037768977030966
house_16H,3,151,2,no_scaling,r2,0.4196034049510205,0.09159740505360073
house_16H,3,157,1,learned,r2,0.4219587855667782,0.09178689654870202
house_16H,3,157,1,no_scaling,r2,0.4219587855667782,0.09178689654870202
house_16H,3,157,2,learned,r2,0.4312392183117587,0.0861176222165608
house_16H,3,157,2,no_scaling,r2,0.42227276776303413,0.09173975058542974
house_16H,3,172,1,learned,r2,0.42300296418161426,0.07450581728773085
house_16H,3,172,1,no_scaling,r2,0.42469202020998303,0.08838193800571627
house_16H,3,172,2,learned,r2,0.4275855814432261,0.08990039957398413
house_16H,3,172,2,no_scaling,r2,0.42496891986941215,0.08831859372128152
house_16H,3,174,1,learned,r2,0.43312932299309176,0.08101217877964806
house_16H,3,174,1,no_scaling,r2,0.42251527684983137,0.09112639816141921
house_16H,3,174,2,learned,r2,0.43067233165448887,0.08999451660716724
house_16H,3,174,2,no_scaling,r2,0.4229445927475116,0.0910619866352421
house_16H,3,246,1,learned,r2,0.4447173098169047,0.07511839067990901
house_16H,3,246,1,no_scaling,r2,0.4317387279400246,0.08358392510651941
house_16H,3,246,2,learned,r2,0.433470017161805,0.07827086834912957
house_16H,3,246,2,no_scaling,r2,0.4317214648232256,0.08369840540653216
house_16H,3,248,1,learned,r2,0.44017489634739604,0.0762701940542429
house_16H,3,248,1,no_scaling,r2,0.4320484570970101,0.08324760950716308
house_16H,3,248,2,learned,r2,0.4273925839961764,0.08423920697833258
house_16H,3,248,2,no_scaling,r2,0.4321964652815476,0.08327511936675905
house_16H,3,261,1,learned,r2,0.44514969508435076,0.07749077680070535
house_16H,3,261,1,no_scaling,r2,0.4321920284102335,0.0820544631554252
house_16H,3,261,2,learned,r2,0.44310950086712,0.0747461973679977
house_16H,3,261,2,no_scaling,r2,0.4322785684566567,0.08222357692560292
house_16H,4,44,1,learned,r2,0.3186388231983536,0.0970785487502357
house_16H,4,44,1,no_scaling,r2,0.3330283424740875,0.09682807164049141
house_16H,4,44,2,learned,r2,0.31341151567155523,0.10820903451303256
house_16H,4,44,2,no_scaling,r2,0.3223821146709408,0.10872396842771001
house_16H,4,45,1,learned,r2,0.31771019536893486,0.10096448287943957
house_16H,4,45,1,no_scaling,r2,0.33788936111453916,0.09416271823371214
house_16H,4,45,2,learned,r2,0.3027844719376692,0.0733383001180252
house_16H,4,45,2,no_scaling,r2,0.3317398689455872,0.09756044366161763
house_16H,4,47,1,learned,r2,0.32253980627969736,0.09608107083143734
house_16H,4,47,1,no_scaling,r2,0.34267663882459903,0.09977641178641365
house_16H,4,47,2,learned,r2,0.3177481528871528,0.10385974872306196
house_16H,4,47,2,no_scaling,r2,0.3341365338625576,0.10484596458389343
house_16H,4,48,1,learned,r2,0.3379246653856721,0.09940187778606646
house_16H,4,48,1,no_scaling,r2,0.34397730320994147,0.09839962768167178
house_16H,4,48,2,learned,r2,0.303995292479662,0.14888926765456645
house_16H,4,48,2,no_scaling,r2,0.33507100664501643,0.1042639987165005
house_16H,4,76,1,learned,r2,0.4190193860446939,0.05369221890615154
house_16H,4,76,1,no_scaling,r2,0.4191030665982763,0.08001581144353499
house_16H,4,76,2,learned,r2,0.4106983475136454,0.06843845538680018
house_16H,4,76,2,no_scaling,r2,0.42000304232904184,0.08006132395708394
house_16H,4,79,1,learned,r2,0.41778427955973585,0.07085999300434699
house_16H,4,79,1,no_scaling,r2,0.4223181999545608,0.07924422084083355
house_16H,4,79,2,learned,r2,0.41440084589018494,0.07594655098613369
house_16H,4,79,2,no_scaling,r2,0.42312854871961064,0.07918843877411122
house_16H,4,84,1,learned,r2,0.42165037633849217,0.06622679614061752
house_16H,4,84,1,no_scaling,r2,0.4241156539312943,0.07865775517425797
house_16H,4,84,2,learned,r2,0.41450536766968443,0.07385007712125068
house_16H,4,84,2,no_scaling,r2,0.4251077626587215,0.07861539229735359
house_16H,4,89,1,learned,r2,0.4033852101415656,0.08439406578965622
house_16H,4,89,1,no_scaling,r2,0.42621586044583726,0.08115040405427339
house_16H,4,89,2,learned,r2,0.4163115432376931,0.06764550389564641
house_16H,4,89,2,no_scaling,r2,0.4270464211939554,0.08102713861115132
house_16H,4,103,1,learned,r2,0.42046931523602116,0.07470154007261762
house_16H,4,103,1,no_scaling,r2,0.42924413399736155,0.0844110545911823
house_16H,4,103,2,learned,r2,0.4089260804909105,0.07138678025362302
house_16H,4,103,2,no_scaling,r2,0.4292900729352208,0.08443584937101763
house_16H,4,133,1,learned,r2,0.4389992583999797,0.09062646637792236
house_16H,4,133,1,no_scaling,r2,0.4387895506000478,0.0908329717544142
house_16H,4,133,2,learned,r2,0.44563902986396453,0.08582927229071532
house_16H,4,133,2,no_scaling,r2,0.43896102454636143,0.09074364084155977
house_16H,4,143,1,learned,r2,0.42985862941774855,0.09203944755086006
house_16H,4,143,1,no_scaling,r2,0.4389237627333216,0.09257397023551497
house_16H,4,143,2,learned,r2,0.43926116508203483,0.08495233008942046
house_16H,4,143,2,no_scaling,r2,0.4392415628222902,0.09257816307315435
