dataset,k,ks,order,scaling,metric,mean,std
wine,4,110,1,learned,r2,0.37198295780169,0.03952405315991769
wine,4,110,1,no_scaling,r2,0.3846474310728866,0.03909901962888656
wine,4,110,2,learned,r2,0.37294079109289013,0.03896687852041637
wine,4,110,2,no_scaling,r2,0.38464742862951457,0.039099033316054604
wine,4,150,1,learned,r2,0.39228597152291844,0.03078722769488865
wine,4,150,1,no_scaling,r2,0.39383900828536833,0.032096811634968664
wine,4,150,2,learned,r2,0.3919702810243318,0.045609105357533423
wine,4,150,2,no_scaling,r2,0.39383900645965764,0.03209677769365277
wine,4,154,1,learned,r2,0.39261750266570294,0.031134937787858204
wine,4,154,1,no_scaling,r2,0.39417064183273687,0.03219783362082923
wine,4,154,2,learned,r2,0.3898054356643563,0.039996322627014184
wine,4,154,2,no_scaling,r2,0.39417057965681535,0.03219786218615006
wine,4,158,1,learned,r2,0.3949619666877212,0.03192104540752791
wine,4,158,1,no_scaling,r2,0.3945843020354355,0.032516059408615815
wine,4,158,2,learned,r2,0.39287330674729415,0.030445517149625474
wine,4,158,2,no_scaling,r2,0.3945842795318738,0.03251611464146123
wine,4,163,1,learned,r2,0.3945790197290262,0.03124289533843795
wine,4,163,1,no_scaling,r2,0.3958710089555044,0.03223438906845303
wine,4,163,2,learned,r2,0.388903066387288,0.039487259395394256
wine,4,163,2,no_scaling,r2,0.39587102606159785,0.03223435849699919
wine,4,170,1,learned,r2,0.3952922708431984,0.03383496911618409
wine,4,170,1,no_scaling,r2,0.39610971488508073,0.03257817605541444
wine,4,170,2,learned,r2,0.3982095182602049,0.034985997258590425
wine,4,170,2,no_scaling,r2,0.3961096849366347,0.03257818996359611
wine,4,173,1,learned,r2,0.39848297607647865,0.030360801479461245
wine,4,173,1,no_scaling,r2,0.39679021370361856,0.03220221136643099
wine,4,173,2,learned,r2,0.39053440294073644,0.03661790588469644
wine,4,173,2,no_scaling,r2,0.3967901746513394,0.0322022281783834
wine,4,179,1,learned,r2,0.38711424427837776,0.042430570863891216
wine,4,179,1,no_scaling,r2,0.39750375126968174,0.03235329326851033
wine,4,179,2,learned,r2,0.39235726742675314,0.036624635475241446
wine,4,179,2,no_scaling,r2,0.39750377042178775,0.0323532460297297
wine,4,182,1,learned,r2,0.39459839674348746,0.03048294340957571
wine,4,182,1,no_scaling,r2,0.39805652164105826,0.031921223359289486
wine,4,182,2,learned,r2,0.3961941083753999,0.036555782888024455
wine,4,182,2,no_scaling,r2,0.3980564552832129,0.03192121971269718
wine,4,184,1,learned,r2,0.39199086093350993,0.032514637939049656
wine,4,184,1,no_scaling,r2,0.3982190912708038,0.031719862615362235
wine,4,184,2,learned,r2,0.3910371473869274,0.037447794098357176
wine,4,184,2,no_scaling,r2,0.39821905772735466,0.031719837738640136
wine,4,186,1,learned,r2,0.39374638221308544,0.03341967922660967
wine,4,186,1,no_scaling,r2,0.39840214315703754,0.03190434269623938
wine,4,186,2,learned,r2,0.39619026702479565,0.030403950518761026
wine,4,186,2,no_scaling,r2,0.39840212801522223,0.0319043759904983
ailerons,3,75,1,learned,r2,0.7689568647315187,0.01308834692761512
ailerons,3,75,1,no_scaling,r2,0.7822982087589322,0.009704121339919458
ailerons,3,75,2,learned,r2,0.763707705872988,0.01927878355372121
ailerons,3,75,2,no_scaling,r2,0.7818576078301233,0.0096159147100759
ailerons,3,86,1,learned,r2,0.7774947736240876,0.013513477344607897
ailerons,3,86,1,no_scaling,r2,0.7891929345621931,0.011981373558450543
ailerons,3,86,2,learned,r2,0.7733311508877406,0.01920171389233261
ailerons,3,86,2,no_scaling,r2,0.7884437274911152,0.012355754817477997
ailerons,3,94,1,learned,r2,0.784158884120272,0.013839019379476522
ailerons,3,94,1,no_scaling,r2,0.7927114026939894,0.014674296403130333
ailerons,3,94,2,learned,r2,0.7768316948425162,0.015482201218126735
ailerons,3,94,2,no_scaling,r2,0.7912996143767503,0.015162824943844683
ailerons,3,116,1,learned,r2,0.7967450087151019,0.011448167788610433
ailerons,3,116,1,no_scaling,r2,0.7986527678343763,0.013392373168415121
ailerons,3,116,2,learned,r2,0.7884931081980039,0.012571484525849249
ailerons,3,116,2,no_scaling,r2,0.7970694003667667,0.013821532227671823
ailerons,3,158,1,learned,r2,0.8083579773614955,0.01285400272204343
ailerons,3,158,1,no_scaling,r2,0.8054988766501096,0.013674547929576501
ailerons,3,158,2,learned,r2,0.806125433980835,0.013241228782930764
ailerons,3,158,2,no_scaling,r2,0.803070515306073,0.014506412614674016
ailerons,3,201,1,learned,r2,0.8194032058558797,0.012562432222302949
ailerons,3,201,1,no_scaling,r2,0.8120149135977671,0.012548623825372009
ailerons,3,201,2,learned,r2,0.8129103234469846,0.01001208660575361
ailerons,3,201,2,no_scaling,r2,0.8095749220247633,0.012744927733293688
ailerons,3,232,1,learned,r2,0.8212276657183388,0.011422191583648485
ailerons,3,232,1,no_scaling,r2,0.8133306361669577,0.013273906581466793
ailerons,3,232,2,learned,r2,0.8200883104767435,0.013004958848540391
ailerons,3,232,2,no_scaling,r2,0.8106256709212338,0.013447077179345495
ailerons,3,233,1,learned,r2,0.8229027507050184,0.013115614633211791
ailerons,3,233,1,no_scaling,r2,0.8136458185179112,0.012978006841218756
ailerons,3,233,2,learned,r2,0.8176607879740685,0.012703862971940452
ailerons,3,233,2,no_scaling,r2,0.8110677345145472,0.013267750393354778
ailerons,3,243,1,learned,r2,0.8202304712764649,0.012992120959754742
ailerons,3,243,1,no_scaling,r2,0.813784547481697,0.012674985151383574
ailerons,3,243,2,learned,r2,0.8169046915651593,0.012793374661713973
ailerons,3,243,2,no_scaling,r2,0.8109270139287508,0.01282502131619418
ailerons,3,277,1,learned,r2,0.8251676820782073,0.012138473091735175
ailerons,3,277,1,no_scaling,r2,0.8157260535697572,0.011816024088379192
ailerons,3,277,2,learned,r2,0.8246840927336248,0.009637377768807577
ailerons,3,277,2,no_scaling,r2,0.813120918953594,0.012529024767148582
ailerons,3,285,1,learned,r2,0.8243110868532856,0.011489380390130128
ailerons,3,285,1,no_scaling,r2,0.8158821535288621,0.01191868591426334
ailerons,3,285,2,learned,r2,0.8265742581020875,0.010049959178111825
ailerons,3,285,2,no_scaling,r2,0.8135081484602177,0.012684888378498103
ailerons,3,292,1,learned,r2,0.8280529375266408,0.009330297799324545
ailerons,3,292,1,no_scaling,r2,0.8170431391774711,0.011486484326711045
ailerons,3,292,2,learned,r2,0.8244066130734842,0.012723305768523834
ailerons,3,292,2,no_scaling,r2,0.8147118112523725,0.012187877682193394
ailerons,3,296,1,learned,r2,0.8241815196108186,0.009853271284064775
ailerons,3,296,1,no_scaling,r2,0.8174133021454371,0.010921415825845476
ailerons,3,296,2,learned,r2,0.82381599560241,0.012693577526713367
ailerons,3,296,2,no_scaling,r2,0.814991464725576,0.011342735962998835
ailerons,3,330,1,learned,r2,0.8318943008135685,0.010017235181537647
