dataset,k,weights,scaling,metric,mean,std
Bike_Sharing_Demand,50,uniform,0,r2,0.5575435904107763,0.014474942721248586
Bike_Sharing_Demand,50,uniform,1,r2,0.6363046806346999,0.029454790209573936
Bike_Sharing_Demand,50,distance,0,r2,0.5745442394532386,0.013779142065730892
Bike_Sharing_Demand,50,distance,1,r2,0.6434985987364621,0.024836724092391117
Bike_Sharing_Demand,100,uniform,0,r2,0.5273294011005045,0.014528700660309962
Bike_Sharing_Demand,100,uniform,1,r2,0.6106175908393263,0.029800848346449582
Bike_Sharing_Demand,100,distance,0,r2,0.5459657762781424,0.014283542659168641
Bike_Sharing_Demand,100,distance,1,r2,0.6209984120707551,0.026407447040717014
Bike_Sharing_Demand,250,uniform,0,r2,0.48190548674668693,0.016257929874702415
Bike_Sharing_Demand,250,uniform,1,r2,0.564500917097045,0.0293591801209659
Bike_Sharing_Demand,250,distance,0,r2,0.5030592985151339,0.01551120871790489
Bike_Sharing_Demand,250,distance,1,r2,0.5809191488861588,0.027454600018016865
nyc-taxi-green-dec-2016,2,uniform,0,r2,0.23581470334221621,0.009914762446287407
nyc-taxi-green-dec-2016,2,uniform,1,r2,0.4010885464528983,0.053936416638321306
nyc-taxi-green-dec-2016,2,distance,0,r2,0.23364635981107879,0.009736962561754308
nyc-taxi-green-dec-2016,2,distance,1,r2,0.3859316913626274,0.0502000699024401
nyc-taxi-green-dec-2016,3,uniform,0,r2,0.3067994717098285,0.008888961512864162
nyc-taxi-green-dec-2016,3,uniform,1,r2,0.4580064263816889,0.04572253217533268
nyc-taxi-green-dec-2016,3,distance,0,r2,0.3062601571787982,0.008849862682999105
nyc-taxi-green-dec-2016,3,distance,1,r2,0.44147847237920645,0.041167288873993686
nyc-taxi-green-dec-2016,5,uniform,0,r2,0.3605334331351478,0.007538199836036056
nyc-taxi-green-dec-2016,5,uniform,1,r2,0.4996520391088938,0.03838610911642473
nyc-taxi-green-dec-2016,5,distance,0,r2,0.36270904842970275,0.007580271555488208
nyc-taxi-green-dec-2016,5,distance,1,r2,0.4864385087218384,0.03386488688369527
nyc-taxi-green-dec-2016,7,uniform,0,r2,0.38235196547910655,0.007828393695633047
nyc-taxi-green-dec-2016,7,uniform,1,r2,0.5137746800119826,0.034700969473966246
nyc-taxi-green-dec-2016,7,distance,0,r2,0.38610263754732427,0.007776458948016849
nyc-taxi-green-dec-2016,7,distance,1,r2,0.505465413003098,0.031163679299303332
nyc-taxi-green-dec-2016,10,uniform,0,r2,0.3971353544108395,0.0073833008463735205
nyc-taxi-green-dec-2016,10,uniform,1,r2,0.5210049846952955,0.030124716815056757
nyc-taxi-green-dec-2016,10,distance,0,r2,0.40219089109928136,0.007286874408005299
nyc-taxi-green-dec-2016,10,distance,1,r2,0.5195552964832588,0.028858704540010445
nyc-taxi-green-dec-2016,12,uniform,0,r2,0.40215841167094224,0.007433587037024193
nyc-taxi-green-dec-2016,12,uniform,1,r2,0.5225168776159801,0.028747309771339952
nyc-taxi-green-dec-2016,12,distance,0,r2,0.40774430005360757,0.007245396075964941
nyc-taxi-green-dec-2016,12,distance,1,r2,0.5249456155348149,0.028687698546963673
nyc-taxi-green-dec-2016,15,uniform,0,r2,0.40664442338746676,0.007261241051386839
nyc-taxi-green-dec-2016,15,uniform,1,r2,0.5228056201998134,0.027233745595604552
nyc-taxi-green-dec-2016,15,distance,0,r2,0.41278023374497363,0.007069249216007242
nyc-taxi-green-dec-2016,15,distance,1,r2,0.5304061160199394,0.028955783943282506
nyc-taxi-green-dec-2016,20,uniform,0,r2,0.4095189875185006,0.007141104000761085
nyc-taxi-green-dec-2016,20,uniform,1,r2,0.5212508313734409,0.02591724576464435
nyc-taxi-green-dec-2016,20,distance,0,r2,0.41637775324953774,0.00695593929018163
nyc-taxi-green-dec-2016,20,distance,1,r2,0.5356305456289451,0.03010014855237293
nyc-taxi-green-dec-2016,25,uniform,0,r2,0.4102667359259352,0.006914705769461257
nyc-taxi-green-dec-2016,25,uniform,1,r2,0.5188892568466454,0.02549348798196365
nyc-taxi-green-dec-2016,25,distance,0,r2,0.41762491436588584,0.006797737104620752
nyc-taxi-green-dec-2016,25,distance,1,r2,0.5383010841398679,0.03139149281768567
house_sales,2,uniform,0,r2,0.7531744920664368,0.011907613291133524
house_sales,2,uniform,1,r2,0.8241954269334837,0.01147254778736455
house_sales,2,distance,0,r2,0.754361180248223,0.011475314328055162
house_sales,2,distance,1,r2,0.8248431013595102,0.011454861888157664
house_sales,5,uniform,0,r2,0.7972296359330896,0.009096531329183576
house_sales,5,uniform,1,r2,0.8515923452280365,0.00976234707339452
house_sales,5,distance,0,r2,0.7993181368714244,0.008827460401343502
house_sales,5,distance,1,r2,0.8533441775206481,0.009637352015065402
house_sales,7,uniform,0,r2,0.8060177620062247,0.008276463687658107
house_sales,7,uniform,1,r2,0.8561652642560302,0.011048990548053217
house_sales,7,distance,0,r2,0.8080531639298025,0.008180595388424378
house_sales,7,distance,1,r2,0.8580675976828,0.010796980201262237
house_sales,10,uniform,0,r2,0.810407137881147,0.008760594688147617
house_sales,10,uniform,1,r2,0.857200989702028,0.009917145196893025
house_sales,10,distance,0,r2,0.812628711137816,0.008688356417903583
house_sales,10,distance,1,r2,0.8595261249714132,0.009806816957684178
house_sales,25,uniform,0,r2,0.8100721279199435,0.010863358690139272
house_sales,25,uniform,1,r2,0.8543441875469918,0.009560062756980278
house_sales,25,distance,0,r2,0.8129025265708343,0.010611321624502878
house_sales,25,distance,1,r2,0.857390340986172,0.009492991339703941
house_sales,50,uniform,0,r2,0.8008452142829062,0.010635416946830555
house_sales,50,uniform,1,r2,0.8440414484837815,0.009636921602872045
house_sales,50,distance,0,r2,0.8043896323265269,0.010493601912005974
house_sales,50,distance,1,r2,0.8481797397038602,0.009589175823054963
house_sales,100,uniform,0,r2,0.7852209648484084,0.011118735161814698
house_sales,100,uniform,1,r2,0.8269686216851866,0.010714020923391599
house_sales,100,distance,0,r2,0.7897358863684332,0.010892141449308052
house_sales,100,distance,1,r2,0.8327304783044335,0.010531442821172405
house_sales,250,uniform,0,r2,0.7536601304688325,0.01165126612424579
house_sales,250,uniform,1,r2,0.788880983563573,0.012973306678319136
house_sales,250,distance,0,r2,0.7602474919651663,0.011426135940026665
house_sales,250,distance,1,r2,0.7992366652668534,0.012510220476027572
sulfur,2,uniform,0,r2,0.8789880864587147,0.06052207963588609
sulfur,2,uniform,1,r2,0.8775064586097325,0.05904249344148666
sulfur,2,distance,0,r2,0.8952447379465964,0.05636371084818083
sulfur,2,distance,1,r2,0.8921759054270098,0.054238975196076025
sulfur,5,uniform,0,r2,0.8228386830537511,0.08587849682705667
sulfur,5,uniform,1,r2,0.8213688926312473,0.08320506719406785
sulfur,5,distance,0,r2,0.8614981835128696,0.07415844890302697
sulfur,5,distance,1,r2,0.8575744497176119,0.07332745565118963
sulfur,7,uniform,0,r2,0.8010144221770723,0.08634507293545238
sulfur,7,uniform,1,r2,0.8044928561059599,0.08336409755741206
sulfur,7,distance,0,r2,0.8475675450551693,0.0785429886313963
sulfur,7,distance,1,r2,0.8456085954258651,0.0775068611383001
sulfur,10,uniform,0,r2,0.7838803320779554,0.0889399079811235
sulfur,10,uniform,1,r2,0.7860718076374694,0.0903714029432993
sulfur,10,distance,0,r2,0.835495201394002,0.08204082638941992
sulfur,10,distance,1,r2,0.8329398230540057,0.08253884639558139
sulfur,25,uniform,0,r2,0.7172182947712233,0.10337860818546021
sulfur,25,uniform,1,r2,0.7214437055119574,0.1078071359718029
sulfur,25,distance,0,r2,0.7923127303371791,0.09393670905895843
sulfur,25,distance,1,r2,0.7909972518295444,0.09558582860281324
sulfur,50,uniform,0,r2,0.63611635832663,0.09954762373240879
sulfur,50,uniform,1,r2,0.6531919763780426,0.1122122983001803
sulfur,50,distance,0,r2,0.7423100487778286,0.09841605255544625
sulfur,50,distance,1,r2,0.748397445770845,0.10162474852692421
sulfur,100,uniform,0,r2,0.5473068458839284,0.09084480956376738
sulfur,100,uniform,1,r2,0.5743753070559672,0.11065701287994577
sulfur,100,distance,0,r2,0.6708890076775961,0.0956911790802946
sulfur,100,distance,1,r2,0.6863130371372903,0.10169958845336753
sulfur,250,uniform,0,r2,0.41870247856597426,0.08317515398936987
sulfur,250,uniform,1,r2,0.45382239057360474,0.11197616583992512
sulfur,250,distance,0,r2,0.5456925425882357,0.08978855345990688
sulfur,250,distance,1,r2,0.5724825464126371,0.10453494250086255
medical_charges,2,uniform,0,r2,0.9689571463022064,0.0008423405794326695
medical_charges,2,uniform,1,r2,0.968608105784355,0.0014176847746654696
medical_charges,2,distance,0,r2,0.968312303882587,0.0007675815617189128
medical_charges,2,distance,1,r2,0.9674159348485359,0.0016763986665604609
medical_charges,3,uniform,0,r2,0.9722784817402423,0.0008447940793089877
medical_charges,3,uniform,1,r2,0.9720469020433654,0.0013701365397031776
medical_charges,3,distance,0,r2,0.9715859032994599,0.0008171121795515572
medical_charges,3,distance,1,r2,0.9706475497114427,0.0017464278105421365
medical_charges,5,uniform,0,r2,0.9750410613590782,0.0007588919522638674
medical_charges,5,uniform,1,r2,0.9747575023468833,0.0012153980125733826
medical_charges,5,distance,0,r2,0.9743947633568549,0.0007621387878147959
medical_charges,5,distance,1,r2,0.9733224097613901,0.0017156898095667008
medical_charges,7,uniform,0,r2,0.9762113181300831,0.0006834124387675667
medical_charges,7,uniform,1,r2,0.9758795628480048,0.0012229139526529725
medical_charges,7,distance,0,r2,0.975666173648664,0.0007181716063325789
medical_charges,7,distance,1,r2,0.9745264443146489,0.0017340822400739324
medical_charges,10,uniform,0,r2,0.9770348363898604,0.0006929731348219849
medical_charges,10,uniform,1,r2,0.9767273168280605,0.0012628116591326098
medical_charges,10,distance,0,r2,0.9766140933050302,0.0007180470346989068
medical_charges,10,distance,1,r2,0.9754898622669748,0.001753061109633953
medical_charges,12,uniform,0,r2,0.9773192192843958,0.0006655744505030666
medical_charges,12,uniform,1,r2,0.9770098284159683,0.0013305320794957307
medical_charges,12,distance,0,r2,0.9769782544446406,0.0007014641156781351
medical_charges,12,distance,1,r2,0.9758484836774814,0.001755598050970575
medical_charges,15,uniform,0,r2,0.9775770087910145,0.0006451663374448573
medical_charges,15,uniform,1,r2,0.9773149795437313,0.0013848590748176872
medical_charges,15,distance,0,r2,0.9773282056749183,0.0006817278077095234
medical_charges,15,distance,1,r2,0.9762314423305858,0.001750544335509429
medical_charges,20,uniform,0,r2,0.9777720010924623,0.0006673993127943002
medical_charges,20,uniform,1,r2,0.9775467316589804,0.0015140344936927393
medical_charges,20,distance,0,r2,0.9776388806584938,0.0006948337763718611
MiamiHousing2016,2,uniform,0,r2,0.861365883674295,0.007994047623180308
MiamiHousing2016,2,uniform,1,r2,0.8807316317735605,0.014745016887516624
MiamiHousing2016,2,distance,0,r2,0.8633532874119634,0.007943602360231589
MiamiHousing2016,2,distance,1,r2,0.8825388325440482,0.014328073498359116
MiamiHousing2016,5,uniform,0,r2,0.8772725860631561,0.008546428892579942
MiamiHousing2016,5,uniform,1,r2,0.8954528219360313,0.011848467077929893
MiamiHousing2016,5,distance,0,r2,0.8811289589469522,0.008690735070990805
MiamiHousing2016,5,distance,1,r2,0.8990074097597607,0.01165058043186586
MiamiHousing2016,7,uniform,0,r2,0.8797393053658318,0.007457362161345166
MiamiHousing2016,7,uniform,1,r2,0.895102966855519,0.012124202635724066
MiamiHousing2016,7,distance,0,r2,0.8841631787484141,0.007496779578076094
MiamiHousing2016,7,distance,1,r2,0.8996507124900974,0.012004745997103944
MiamiHousing2016,10,uniform,0,r2,0.878587721669773,0.006297281165240989
MiamiHousing2016,10,uniform,1,r2,0.8927462881600687,0.011401516434638548
MiamiHousing2016,10,distance,0,r2,0.8838191021321291,0.006445447883233161
MiamiHousing2016,10,distance,1,r2,0.898291223596041,0.011493712678423742
MiamiHousing2016,25,uniform,0,r2,0.8620221948883078,0.005537432461023393
MiamiHousing2016,25,uniform,1,r2,0.8772275799643878,0.013516585017147928
MiamiHousing2016,25,distance,0,r2,0.87080001055175,0.005803444224651859
MiamiHousing2016,25,distance,1,r2,0.8861413023004712,0.013056313579513236
MiamiHousing2016,50,uniform,0,r2,0.8382839396261839,0.005410823736509517
MiamiHousing2016,50,uniform,1,r2,0.8535173804125817,0.015104032855113848
MiamiHousing2016,50,distance,0,r2,0.8499579348990345,0.005526748388685366
MiamiHousing2016,50,distance,1,r2,0.8667853704261738,0.014963199872254746
MiamiHousing2016,100,uniform,0,r2,0.8052708453784078,0.006666511730870556
MiamiHousing2016,100,uniform,1,r2,0.8171588995800292,0.017165871210469526
MiamiHousing2016,100,distance,0,r2,0.8203166649011001,0.00631872375918159
MiamiHousing2016,100,distance,1,r2,0.8363576960901353,0.01646877920369804
MiamiHousing2016,250,uniform,0,r2,0.7453750941995213,0.008633241822759876
MiamiHousing2016,250,uniform,1,r2,0.7425198024095507,0.022463616769505684
MiamiHousing2016,250,distance,0,r2,0.7661316425362814,0.007984115535551653
MiamiHousing2016,250,distance,1,r2,0.7728252007182184,0.019448787558834228
superconduct,2,uniform,0,r2,0.9044843356357145,0.009568761580496982
superconduct,2,uniform,1,r2,0.9051327099255166,0.010237607037309216
superconduct,2,distance,0,r2,0.9065891460300997,0.008410655943995878
superconduct,2,distance,1,r2,0.9070896655919931,0.009089434868641248
superconduct,5,uniform,0,r2,0.8992170511808926,0.008192641750007185
superconduct,5,uniform,1,r2,0.8997577334056087,0.008790471047572674
superconduct,5,distance,0,r2,0.9106033202026135,0.007583807198705655
superconduct,5,distance,1,r2,0.9110774815500424,0.007880140435739133
superconduct,7,uniform,0,r2,0.8933602273018035,0.008870117993338951
superconduct,7,uniform,1,r2,0.8939047445390411,0.009564592639645021
superconduct,7,distance,0,r2,0.9087462896250337,0.007992478601027283
superconduct,7,distance,1,r2,0.909123380279801,0.008392485862421842
superconduct,10,uniform,0,r2,0.8865036285668578,0.009645460365503017
superconduct,10,uniform,1,r2,0.8874599702173841,0.009866480959758239
superconduct,10,distance,0,r2,0.90699260263898,0.008535711391270143
superconduct,10,distance,1,r2,0.9074639186470159,0.008615442093941043
superconduct,25,uniform,0,r2,0.8578689071436504,0.010972825214802305
superconduct,25,uniform,1,r2,0.8587633765472573,0.011578549963938574
superconduct,25,distance,0,r2,0.8969038074232962,0.008248540715558986
superconduct,25,distance,1,r2,0.8971561597762914,0.008804508205947408
superconduct,50,uniform,0,r2,0.8297401175993848,0.011925163032020694
superconduct,50,uniform,1,r2,0.8318007163016541,0.012598910683548329
superconduct,50,distance,0,r2,0.8843409354935933,0.008067443620129561
superconduct,50,distance,1,r2,0.8850512782953827,0.008276186730135818
superconduct,100,uniform,0,r2,0.8029953497402988,0.01297390543071974
superconduct,100,uniform,1,r2,0.8047530392747406,0.013914388378663335
superconduct,100,distance,0,r2,0.8704411289462077,0.0077671901069896266
superconduct,100,distance,1,r2,0.8710456693637987,0.008299411184630508
superconduct,250,uniform,0,r2,0.7536047763434598,0.01308568427000986
superconduct,250,uniform,1,r2,0.7528786620768412,0.0127257774516042
superconduct,250,distance,0,r2,0.8439563984168293,0.008461069420681741
superconduct,250,distance,1,r2,0.8436012421030717,0.008215973487277753
cpu,2,uniform,0,r2,0.9346422978483819,0.030024111760122735
cpu,2,uniform,1,r2,0.9705751696280025,0.008900214713332522
cpu,2,distance,0,r2,0.936131903727016,0.028990640423239518
